Date,Symbol,Trader,Channel,isOpen,Asset,Type,Price,Qty,Price-actual,Prices,Prices-actual,Avged,PnL,PnL-actual,PnL$,PnL$-actual,PnL-max,PnL$-max,STC-Qty,STC-Price,STC-Price-actual,STC-Prices,STC-Prices-actual,STC-Date,TrailStats,SL,STC-xQty
2023-07-19 18:02:56.695000,RIVN_072123C25,enhancedmarket,TradeProElite,0,option,BTO,0.74,10,0.75,,,,-9.46,-13.3,-70.004,-99.75,-9.45945945945945,-69.9999999999999,10.0,0.67,0.65,0.67,0.65,2023-07-19 18:22:41.371000,,,
2023-07-19 18:07:25.806000,SPY_071923P454,enhancedmarket,TradeProElite,0,option,BTO,0.27,30,0.3,,,,46.3,25.0,375.03,225.0,62.962962962963,510.0,30.0,0.395,0.375,0.42/0.44/0.25,0.4/0.42/0.23,2023-07-19 18:30:35.658000,,,
2023-07-19 18:33:25.952000,SPY_071923C455,enhancedmarket,TradeProElite,0,option,BTO,0.58,15,0.59,,,,15.98,11.0,139.026,97.35,37.9310344827586,330.0,15.0,0.672666666666667,0.654666666666667,0.64/0.72/0.8/0.73,0.62/0.71/0.79/0.7,2023-07-19 18:44:24.951000,,,
2023-07-20 13:31:43.251000,COIN_072123C112,enhancedmarket,TradeProElite,0,option,BTO,2.75,10,2.83,,,,-36.36,-41.7,-999.9,-1180.11,-36.3636363636364,-1000.0,10.0,1.75,1.65,1.75,1.65,2023-07-20 13:40:32.568000,,,
2023-07-20 13:37:22.781000,MSFT_072123C360,enhancedmarket,TradeProElite,0,option,BTO,1.9,20,1.98,,,,-40.53,-52.0,-1540.14,-2059.2,-40.5263157894737,-1540.0,20.0,1.13,0.9495,1.13/1.13/1.13,1.09/1.0/0.89,2023-07-20 14:09:28.928000,,,
2023-07-20 17:50:46.104000,SPY_072023C454,enhancedmarket,TradeProElite,0,option,BTO,0.3,35,0.32,,,,-43.33,-53.1,-454.965,-594.72,-43.3333333333333,-455.0,35.0,0.17,0.15,0.17,0.15,2023-07-20 18:14:37.710000,,,
2023-07-20 17:52:49.273000,RIVN_072123C26,enhancedmarket,TradeProElite,0,option,BTO,0.49,15,0.51,,,,-38.78,-41.2,-285.033,-315.18,-38.7755102040816,-285.0,15.0,0.3,0.3,0.3,0.3,2023-07-20 18:16:26.293000,,,
2023-07-21 13:33:33.237000,SQ_072123C77,enhancedmarket,TradeProElite,0,option,BTO,0.55,20,0.63,,,,65.0,25.8,715.0,325.08,81.8181818181818,900.0,20.0,0.9075,0.7925,1.0/0.63,0.86/0.59,2023-07-21 13:37:33.637000,,,
2023-07-24 13:30:23.777000,AAPL_072823C195,enhancedmarket,TradeProElite,0,option,BTO,1.5,20,1.53,,,,23.17,17.8,695.1,544.68,33.3333333333333,1000.0,20.0,1.8475,1.8025,1.87/2.0/1.65,1.85/1.94/1.57,2023-07-24 13:47:05.160000,,,
2023-07-24 13:33:42.272000,SPY_072423C455,enhancedmarket,TradeProElite,0,option,BTO,0.4,50,0.39,,,,12.0,6.2,240.0,120.9,25.0,500.0,50.0,0.448,0.414,0.5/0.37,0.47/0.33,2023-07-24 13:39:06.631000,,,
2023-07-24 14:13:22.160000,BABA_072823C94,enhancedmarket,TradeProElite,0,option,BTO,1.3,10,1.33,,,,20.85,14.9,271.05,198.17,48.4615384615384,630.0,10.0,1.571,1.528,1.48/1.6/1.7/1.93,1.43/1.58/1.67/1.87,2023-07-24 14:37:13.605000,,,
2023-07-24 18:07:31.531000,AMD_072823C112,enhancedmarket,TradeProElite,0,option,BTO,2.02,8,2.03,,,,-12.38,-14.3,-200.0608,-232.232,-12.3762376237624,-200.0,8.0,1.77,1.74,1.77,1.74,2023-07-24 19:12:06.848000,,,
2023-07-25 13:30:22.711000,QQQ_072523C378,enhancedmarket,TradeProElite,0,option,BTO,1.3,20,1.31,,,,25.12,19.7,653.12,516.14,53.8461538461539,1400.0,20.0,1.6265,1.5675,1.54/1.81/2.0,1.48/1.77/1.92,2023-07-25 13:57:40.952000,,,
2023-07-26 13:35:43.562000,AAPL_072823P192.5,enhancedmarket,TradeProElite,0,option,BTO,1.12,10,1.1,,,,-37.5,-37.3,-420.0,-410.3,-37.5,-420.0,10.0,0.7,0.69,0.7,0.69,2023-07-26 14:32:57.477000,,,
2023-07-26 18:05:02.775000,SPXW_072623C4570,enhancedmarket,TradeProElite,0,option,BTO,6.6,6,6.9,,,,34.6,25.6,1370.16,1059.84,72.7272727272727,2880.0,6.0,8.88333333333333,8.66666666666667,8.0/9.8/11.5,7.9/9.0/11.4,2023-07-26 18:39:24.941000,,,
2023-07-26 19:35:40.557000,NVDA_072823C460,enhancedmarket,TradeProElite,0,option,BTO,4.4,3,4.45,,,,124.24,99.6,1639.968,1329.66,131.818181818182,1740.0,3.0,9.86666666666667,8.88333333333333,9.7/10.2,8.7/9.25,2023-07-27 13:34:52.680000,,,
2023-07-28 13:34:43.330000,SPY_072823P456,enhancedmarket,TradeProElite,0,option,BTO,1.0,20,0.99,,,,10.0,8.6,200.0,170.28,30.0,600.0,20.0,1.1,1.075,1.3/0.9,1.3/0.85,2023-07-28 13:40:42.033000,,,
2023-07-28 19:07:58.590000,NFLX_080423C430,enhancedmarket,TradeProElite,0,option,BTO,5.6,4,5.65,,,,25.0,18.6,560.0,420.36,25.0,560.0,4.0,7.0,6.7,7,6.7,2023-07-31 13:33:31.252000,,,
2023-07-28 19:09:40.686000,AMZN_080423C135,enhancedmarket,TradeProElite,0,option,BTO,3.4,6,3.45,,,,10.78,8.2,219.912,169.74,13.2352941176471,270.0,6.0,3.76666666666667,3.73333333333333,3.85/3.6,3.85/3.5,2023-07-31 13:55:19.457000,,,
2023-07-31 13:32:47.277000,SPY_073123C458,enhancedmarket,TradeProElite,0,option,BTO,0.7,15,0.73,,,,18.29,10.2,192.045,111.69,25.7142857142857,270.0,15.0,0.828,0.804666666666667,0.88/0.8/0.42,0.84/0.81/0.43,2023-07-31 13:56:06.634000,,,
2023-07-31 17:39:43.541000,SPY_080123C458,enhancedmarket,TradeProElite,0,option,BTO,0.8,20,0.81,,,,-35.0,-38.3,-560.0,-620.46,-35.0,-560.0,20.0,0.52,0.5,0.52,0.5,2023-07-31 19:34:02.469000,,,
2023-07-31 19:55:20.884000,SPY_080123C457,enhancedmarket,TradeProElite,0,option,BTO,0.94,10,0.96,,,,10.11,3.1,95.034,29.76,59.5744680851064,560.0,10.0,1.035,0.99,1.5/0.57,1.45/0.53,2023-08-01 13:32:15.186000,,,
2023-08-01 13:33:54.090000,QQQ_080123P380,enhancedmarket,TradeProElite,0,option,BTO,0.5,30,0.51,,,,2.0,-2.9,30.0,-44.37,6.00000000000001,90.0000000000001,30.0,0.51,0.495,0.53/0.49,0.52/0.47,2023-08-01 14:16:41.921000,,,
2023-08-01 18:03:08.377000,SPY_080123C456,enhancedmarket,TradeProElite,0,option,BTO,0.75,20,0.8,,,,22.2,12.1,333.0,193.6,44.0,660.0,20.0,0.9165,0.8965,0.9/1.0/1.08/0.75,0.88/0.98/1.06/0.73,2023-08-01 18:27:54.602000,,,
2023-08-01 18:26:04.773000,MSFT_080423C340,enhancedmarket,TradeProElite,0,option,BTO,2.57,5,2.56,,,,-64.98,-67.2,-834.993,-860.16,-64.98,-834.993,5.0,0.9,0.84,0.9,0.84,2023-08-02 13:35:22.211000,,,
2023-08-02 13:43:24.381000,QQQ_080223C378,enhancedmarket,TradeProElite,0,option,BTO,1.3,20,1.45,,,,-30.77,-43.4,-800.02,-1258.6,-30.77,-800.02,20.0,0.9,0.82,0.9,0.82,2023-08-02 14:07:08.994000,,,
2023-08-03 13:31:58.652000,QQQ_080323C372,enhancedmarket,TradeProElite,0,option,BTO,1.58,20,1.93,,,,0.0,9.8,0.0,378.28,0.0,0.0,20.0,1.58,2.12,1.58,2.12,2023-08-03 13:32:43.563000,,,
2023-08-03 13:32:29.611000,QQQ_080323P372,enhancedmarket,TradeProElite,0,option,BTO,1.58,20,1.57,,,,-36.71,-40.1,-1160.036,-1259.14,-36.71,-1160.036,20.0,1.0,0.94,1,0.94,2023-08-03 13:50:17.798000,,,
2023-08-03 14:07:28.131000,QQQ_080323P372,enhancedmarket,TradeProElite,0,option,BTO,0.98,20,0.99,,,,32.65,22.2,639.94,439.56,32.65,639.94,20.0,1.3,1.21,1.3,1.21,2023-08-03 14:10:47.086000,,,
2023-08-03 19:08:27.527000,SPXW_080323P4500,enhancedmarket,TradeProElite,0,option,BTO,0.95,10,1.2,,,,186.32,112.9,1770.04,1354.8,321.052631578947,3050.0,10.0,2.72,2.555,2.0/4.0/3.2,2.0/3.6/2.75,2023-08-03 19:14:59.610000,,,
2023-08-04 09:30:45.191,QQQ_080423C376,enhancedmarket,TradeProElite,0,option,BTO,1.5,20,1.48,,,,24.8333333333333,24.1554054054054,745.0,715.0,46.0,1380.0,,1.8725,1.8375,1.8/1.9/2.0/2.2/1.85,1.78/1.84/1.99/2.13/1.8,2023-08-04 09:41:05.547,,,
2023-08-07 13:31:30.910000,JD_081823P38,tradewithnando,TradePro_teams,0,option,BTO,1.08,3,1.21,,,,30.86,16.3,99.9864,59.169,38.8888888888889,126.0,3.0,1.41333333333333,1.40666666666667,1.37/1.5,1.36/1.5,2023-08-07 13:59:38.117000,,,
2023-08-07 13:40:05.694000,QQQ_080723P372,enhancedmarket,TradeProElite,0,option,BTO,0.62,50,0.69,,,,31.13,11.3,965.03,389.85,51.6129032258065,1600.0,50.0,0.813,0.768,0.8/0.94/0.65,0.75/0.9/0.63,2023-08-07 13:52:35.478000,,,
2023-08-07 14:01:36.562000,NVDA_081123P440,enhancedmarket,TradeProElite,0,option,BTO,4.1,5,4.2,,,,-17.07,-22.6,-349.935,-474.6,-17.07,-349.935,5.0,3.4,3.25,3.4,3.25,2023-08-07 14:46:54.677000,,,
2023-08-07 14:07:44.575000,PYPL_081823C65,tradewithnando,TradePro_teams,0,option,BTO,1.03,5,1.07,,,,27.18,18.9,139.977,101.115,33.0097087378641,170.0,5.0,1.31,1.272,1.27/1.37,1.22/1.35,2023-08-07 17:18:03.690000,,,
2023-08-07 16:18:37.838000,V_081823C245,tradewithnando,TradePro_teams,0,option,BTO,1.23,3,1.29,1.32/1.05,1.33/1.22,1.0,28.73,15.5,106.0137,59.985,33.3333333333333,123.0,3.0,1.58333333333333,1.49,1.47/1.64,1.41/1.53,2023-08-10 13:42:55.374000,,,
2023-08-07 16:37:08.175000,NVDA_081123P440,enhancedmarket,TradeProElite,0,option,BTO,4.1,5,4.25,,,,8.54,2.4,175.07,51.0,8.54,175.07,5.0,4.45,4.35,4.45,4.35,2023-08-07 16:54:32.531000,,,
2023-08-07 16:58:36.378000,META_081123C320,enhancedmarket,TradeProElite,0,option,BTO,2.48,10,2.48,,,,27.42,19.0,680.016,471.2,35.0806451612903,870.0,10.0,3.16,2.952,3.35/2.4,3.1/2.36,2023-08-07 18:11:18.993000,,,
2023-08-07 17:12:33.335000,NFLX_081123C445,enhancedmarket,TradeProElite,0,option,BTO,3.0,8,3.15,,,,27.08,15.9,649.92,400.68,46.6666666666667,1120.0,8.0,3.8125,3.65,3.7/3.9/4.4,3.55/3.7/4.2,2023-08-07 19:37:30.131000,,,
2023-08-07 18:33:40.263000,MSFT_081123C332.5,enhancedmarket,TradeProElite,0,option,BTO,2.4,10,2.43,,,,-19.92,-21.6,-478.08,-524.88,-5.41666666666666,-130.0,10.0,1.922,1.906,2.27/1.4,2.25/1.39,2023-08-08 13:30:47.892000,,,
2023-08-08 13:48:52.260000,NVDA_081123P440,enhancedmarket,TradeProElite,0,option,BTO,4.8,5,4.8,,,,5.42,4.2,130.08,100.8,8.33333333333334,200.0,5.0,5.06,5.0,5.2/4.5,5.15/4.4,2023-08-08 14:30:42.685000,,,
2023-08-08 13:57:52.689000,XOM_081823C107,tradewithnando,TradePro_teams,0,option,BTO,0.91,3,0.94,,,,12.09,6.4,33.0057,18.048,12.09,33.0057,3.0,1.02,1.0,1.02,1,2023-08-08 14:11:59.320000,,,
2023-08-08 14:16:59.678000,PYPL_081123C64,tradewithnando,TradePro_teams,0,option,BTO,0.6,5,0.59,,,,-48.33,-50.8,-144.99,-149.86,-48.33,-144.99,5.0,0.31,0.29,0.31,0.29,2023-08-09 13:45:35.585000,,,
2023-08-08 15:01:21.763000,SPXW_080823P4450,Father#4214,TradePro_teams,0,option,BTO,3.8,1,4.1,,,,-71.05,-74.4,-269.99,-305.04,-71.05,-269.99,1.0,1.1,1.05,1.1,1.05,2023-08-08 16:15:27.802000,,,
2023-08-08 16:18:01.917000,SPXW_080823C4485,Father#4214,TradePro_teams,0,option,BTO,3.4,1,3.7,,,,29.41,16.2,99.994,59.94,29.41,99.994,1.0,4.4,4.3,4.4,4.3,2023-08-08 16:35:25.661000,,,
2023-08-08 18:15:59.089000,SPY_080823C448,enhancedmarket,TradeProElite,0,option,BTO,0.34,50,0.35,,,,40.0,27.4,680.0,479.5,47.0588235294118,800.0,50.0,0.476,0.446,0.5/0.41/0.35,0.47/0.38/0.32,2023-08-08 18:28:00.067000,,,
2023-08-08 19:48:20.849000,MSFT_081123C330,enhancedmarket,TradeProElite,0,option,BTO,1.5,5,1.51,,,,-23.33,-27.2,-174.975,-205.36,-23.33,-174.975,5.0,1.15,1.1,1.15,1.1,2023-08-09 13:46:39.454000,,,
2023-08-08 19:51:46.690000,GOOGL_081123C132,enhancedmarket,TradeProElite,0,option,BTO,1.0,6,0.99,,,,-30.0,-29.3,-180.0,-174.042,-30.0,-180.0,6.0,0.7,0.7,0.7,0.7,2023-08-09 13:59:36.276000,,,
2023-08-09 13:46:53.232000,BABA_081823C102,tradewithnando,TradePro_teams,0,option,BTO,1.42,5,1.44,,,,48.45,43.7,343.995,314.64,65.4929577464789,465.0,5.0,2.108,2.07,2.01/2.16/2.35,1.93/2.25/2.31,2023-08-10 13:53:00.926000,,,
2023-08-09 14:30:27.808000,SPY_080923C450,enhancedmarket,TradeProElite,0,option,BTO,0.31,50,0.32,,,,3.23,-6.3,50.065,-100.8,3.23,50.065,50.0,0.32,0.3,0.32,0.3,2023-08-09 14:37:59.723000,,,
2023-08-09 16:46:21.295000,SPY_081123C450,tradewithnando,TradePro_teams,0,option,BTO,1.02,3,1.05,,,,21.9,16.8,67.014,52.92,24.5098039215686,75.0,3.0,1.24333333333333,1.22666666666667,1.23/1.27,1.22/1.24,2023-08-09 17:08:03.582000,,,
2023-08-09 18:06:57.319000,SPY_080923C448,enhancedmarket,TradeProElite,0,option,BTO,0.47,50,0.49,,,,52.13,38.6,1225.055,945.7,76.5957446808511,1800.0,50.0,0.715,0.679,0.7/0.83/0.72,0.67/0.78/0.65,2023-08-09 18:23:09.425000,,,
2023-08-10 13:32:10.374000,SPY_081023C450,enhancedmarket,TradeProElite,0,option,BTO,0.8,40,0.82,,,,35.56,26.5,1137.92,869.2,86.25,2760.0,40.0,1.0845,1.037,0.97/1.12/1.4/1.49,0.91/1.09/1.39/1.38,2023-08-10 13:48:47.629000,,,
2023-08-10 13:50:44.034000,PYPL_082523C65,tradewithnando,TradePro_teams,0,option,BTO,0.81,8,0.8,0.85/0.74,0.84/0.74,1.0,-53.09,-55.0,-344.0232,-352.0,-53.09,-344.0232,8.0,0.38,0.36,0.38,0.36,2023-08-15 13:46:17.481000,,,
2023-08-10 14:23:17.537000,AAPL_082523C185,tradewithnando,TradePro_teams,0,option,BTO,0.91,5,0.94,1.0/0.78,1.02/0.83,1.0,-100.0,-100.0,-455.0,-470.0,-100.0,-455.0,5.0,0.0,0.0,0,0,2023-08-26 00:00:00.111111,,,1.0
2023-08-10 15:31:29.881000,SPXW_081023P4470,Father#4214,TradePro_teams,0,option,BTO,2.7,1,2.85,,,,122.22,107.0,329.994,304.95,122.22,329.994,1.0,6.0,5.9,6,5.9,2023-08-10 15:50:48.173000,,,
2023-08-10 16:11:29.323000,SPXW_081023P4460,Father#4214,TradePro_teams,0,option,BTO,3.7,1,3.9,,,,48.65,35.9,180.005,140.01,48.65,180.005,1.0,5.5,5.3,5.5,5.3,2023-08-10 16:26:17.206000,,,
2023-08-10 18:03:19.878000,SPY_081123C447.5,tradewithnando,TradePro_teams,0,option,BTO,0.91,3,0.91,,,,18.68,17.9,50.9964,48.867,23.0769230769231,63.0,3.0,1.08,1.07333333333333,1.06/1.12,1.06/1.1,2023-08-10 18:07:39.662000,,,
2023-08-10 19:37:02.878000,SPXW_081023P4460,Father#4214,TradePro_teams,0,option,BTO,2.0,1,2.25,,,,50.0,33.3,100.0,74.925,50.0,100.0,1.0,3.0,3.0,3,3,2023-08-10 19:45:56.417000,,,
2023-08-10 19:51:37.174000,TSLA_081823C255,enhancedmarket,TradeProElite,0,option,BTO,2.56,5,2.61,,,,-43.36,-50.2,-555.008,-655.11,-43.36,-555.008,5.0,1.45,1.3,1.45,1.3,2023-08-11 13:42:15.287000,,,
2023-08-10 19:54:36.021000,AMZN_081123C139,enhancedmarket,TradeProElite,0,option,BTO,0.73,11,0.77,,,,-49.32,-54.5,-396.0396,-461.615,-49.32,-396.0396,11.0,0.37,0.35,0.37,0.35,2023-08-11 13:31:18.217000,,,
2023-08-10 19:55:01.238000,WE,Father#4214,TradePro_teams,1,stock,BTO,0.19,1000,0.1963,,,,,,,,,,,,,,,,,,
2023-08-11 13:38:56.384000,BA_081123C240,tradewithnando,TradePro_teams,0,option,BTO,0.36,5,0.4,,,,-61.11,-75.0,-109.998,-150.0,-61.11,-109.998,5.0,0.14,0.1,0.14,0.1,2023-08-11 13:52:33.310000,,,
2023-08-11 13:42:38.997000,SPY_081123P443,enhancedmarket,TradeProElite,0,option,BTO,0.97,20,1.0,,,,-49.48,-51.0,-959.912,-1020.0,-49.48,-959.912,20.0,0.49,0.49,0.49,0.49,2023-08-11 14:02:08.061000,,,
2023-08-11 13:52:49.004000,XOM_081123C111,tradewithnando,TradePro_teams,0,option,BTO,0.3,5,0.33,,,,30.67,9.1,46.005,15.015,33.3333333333334,50.0,5.0,0.392,0.36,0.39/0.4,0.36/0.36,2023-08-11 14:06:22.552000,,,
2023-08-11 14:12:11.832000,SPY_081123P444,enhancedmarket,TradeProElite,0,option,BTO,0.96,26,0.97,,,,-35.42,-38.1,-884.0832,-960.882,-35.42,-884.0832,26.0,0.62,0.6,0.62,0.6,2023-08-11 14:14:36.539000,,,
2023-08-11 17:27:48.053000,SPY_081123C446,enhancedmarket,TradeProElite,0,option,BTO,0.5,50,0.5,,,,20.0,8.0,500.0,200.0,20.0,500.0,50.0,0.6,0.54,0.6,0.54,2023-08-11 18:25:50.116000,,,
2023-08-11 19:56:33.980000,TSLA_081823C250,enhancedmarket,TradeProElite,0,option,BTO,2.54,5,2.57,,,,-40.55,-44.7,-514.985,-574.395,-40.55,-514.985,5.0,1.51,1.42,1.51,1.42,2023-08-14 14:56:09.511000,,,
2023-08-14 13:31:37.424000,AMZN_081823C140,enhancedmarket,TradeProElite,0,option,BTO,1.4,21,1.45,,,,13.27,9.6,390.138,292.32,17.1428571428571,504.0,21.0,1.58571428571429,1.58904761904762,1.64/1.46/1.43,1.65/1.44/1.43,2023-08-14 14:03:26.821000,,,
2023-08-14 17:26:52.095000,SPXW_081423P4470,Father#4214,TradePro_teams,0,option,BTO,1.85,5,1.9,,,,29.73,22.1,275.0025,209.95,62.1621621621622,575.0,5.0,2.4,2.32,2.25/3.0,2.15/3.0,2023-08-14 18:10:19.604000,,,
2023-08-14 18:29:11.823000,SHOP_081823C56,enhancedmarket,TradeProElite,0,option,BTO,0.87,28,0.87,,,,6.61,6.6,161.0196,160.776,13.7931034482759,336.0,28.0,0.9275,0.9275,0.92/0.99,0.92/0.99,2023-08-14 19:16:16.658000,,,
2023-08-14 18:50:17.799000,SPXW_081423P4465,Father#4214,TradePro_teams,0,option,BTO,0.95,5,1.15,,,,-52.63,-65.2,-249.9925,-374.9,-52.63,-249.9925,5.0,0.45,0.4,0.45,0.4,2023-08-14 19:03:47.704000,,,
2023-08-14 19:22:49.395000,TSLA_081823C240,enhancedmarket,TradeProElite,0,option,BTO,4.05,4,4.05,,,,2.47,2.5,40.014,40.5,2.47,40.014,4.0,4.15,4.15,4.15,4.15,2023-08-14 19:51:52.484000,,,
2023-08-15 13:32:12.338000,SPY_081523P445,enhancedmarket,TradeProElite,0,option,BTO,0.64,46,0.64,,,,16.41,18.8,483.1104,553.472,67.1875,1978.0,46.0,0.745,0.760217391304348,0.68/0.94/1.07,0.7/0.94/1.07,2023-08-15 13:48:48.177000,,,
2023-08-15 13:32:38.248000,AMZN_081823C141,enhancedmarket,TradeProElite,0,option,BTO,1.65,18,1.68,,,,-30.3,-33.9,-899.91,-1025.136,-30.3,-899.91,18.0,1.15,1.11,1.15,1.11,2023-08-15 13:43:41.585000,,,
2023-08-15 13:55:16.004000,XOM_082523P107,tradewithnando,TradePro_teams,0,option,BTO,0.79,5,0.82,,,,23.54,14.1,92.983,57.81,26.5822784810127,105.0,5.0,0.976,0.936,0.96/1.0,0.92/0.96,2023-08-15 14:18:16.492000,,,
2023-08-15 14:39:49.127000,SPY_081823C445,enhancedmarket,TradeProElite,0,option,BTO,2.32,4,2.35,,,,11.21,9.4,104.0288,88.36,11.21,104.0288,4.0,2.58,2.57,2.58,2.57,2023-08-15 15:06:08.834000,,,
2023-08-15 14:45:03.235000,SPY_081523C445,tradewithnando,TradePro_teams,0,option,BTO,0.65,3,0.66,,,,10.77,6.1,21.0015,12.078,20.0,39.0,3.0,0.72,0.7,0.78/0.6,0.76/0.58,2023-08-15 14:58:54.670000,,,
2023-08-15 17:27:06.559000,QQQ_081523C368,enhancedmarket,TradeProElite,0,option,BTO,0.74,27,0.81,,,,-32.63,-39.1,-651.9474,-855.117,-27.027027027027,-540.0,27.0,0.498518518518519,0.493333333333333,0.54/0.38,0.54/0.36,2023-08-15 18:56:07.941000,,,
2023-08-15 18:42:05.047000,XOM_090123C112,tradewithnando,TradePro_teams,0,option,BTO,0.97,5,1.0,,,,21.86,13.4,106.021,67.0,34.020618556701,165.0,5.0,1.182,1.134,1.12/1.25/1.3,1.07/1.2/1.26,2023-08-17 14:55:33.965000,,,
2023-08-16 13:31:46.221000,NFLX_081823P420,enhancedmarket,TradeProElite,0,option,BTO,3.8,6,3.8,,,,15.79,14.5,360.012,330.6,15.79,360.012,6.0,4.4,4.35,4.4,4.35,2023-08-16 13:35:39.900000,,,
2023-08-16 14:00:11.111000,SPXW_081623P4430,enhancedmarket,TradeProElite,0,option,BTO,6.0,3,6.1,,,,16.67,9.8,300.06,179.34,16.67,300.06,3.0,7.0,6.7,7,6.7,2023-08-16 14:02:10.745000,,,
2023-08-16 17:48:29.564000,SPXW_081623C4445,Father#4214,TradePro_teams,0,option,BTO,2.5,4,2.55,,,,-70.0,-70.6,-700.0,-720.12,-70.0,-700.0,4.0,0.75,0.75,0.75,0.75,2023-08-16 18:03:10.826000,,,
